Date,Open,High,Low,Close,Volume
20070920,16.3023,16.5216,16.3023,16.4486,199410
20070921,16.5948,16.6679,16.5217,16.6679,285620
20070924,17.0334,17.4721,16.9603,17.472,309830
20070925,18.2762,18.2762,17.9106,18.2762,514880
20070926,19.0072,19.0072,17.9107,18.2762,507520
20070927,18.2762,19.0072,18.2031,19.0072,471650
20070928,19.592,19.9576,19.3727,19.9576,537020
20071001,20.908,20.908,20.6886,20.9079,488930
20071002,21.9314,21.9314,21.2003,21.639,882920
20071003,22.0045,22.0045,21.639,22.0045,713370
20071004,21.5659,21.7852,21.5659,21.5659,401260
20071005,20.908,21.1273,20.5424,20.5424,420620
20071008,20.616,20.6897,20.1743,20.1749,358530
20071009,20.6167,21.1321,20.2485,21.1321,273910
20071010,21.1321,21.2794,21.0585,21.1321,227190
20071011,20.9848,21.0585,20.6903,20.6903,179330
20071012,20.6903,20.8376,20.6167,20.8376,144790
20071015,20.8376,20.8376,20.6167,20.6167,195120
20071016,20.6167,20.6903,20.4694,20.4694,257970
20071017,20.4694,20.8376,20.4694,20.764,201640
20071018,20.6167,20.6904,20.4695,20.4694,176410
20071019,20.0276,20.2485,19.954,20.2485,220860
20071022,19.8803,20.2485,19.8803,20.0276,285680
20071023,19.8803,19.954,19.7331,19.954,526810
20071024,20.2485,20.6167,20.1749,20.6167,273700
20071025,20.6167,20.764,20.3958,20.3958,292200
20071026,20.3958,20.3958,20.2485,20.2485,175290
20071029,19.954,20.1012,19.954,19.954,176680
20071030,19.8804,20.0276,19.8804,19.8804,254640
20071031,19.954,20.0277,19.8804,20.0276,197030
20071101,20.0276,20.0276,19.8067,19.8804,232680
20071102,19.5122,19.8804,19.4386,19.4386,244060
20071105,18.6287,18.9968,18.6287,18.9232,345680
20071106,18.4078,18.555,18.1869,18.1869,361210
20071107,17.8924,18.1869,17.8924,17.966,355200
20071108,18.0396,18.4078,18.0396,18.1869,129370
20071109,18.3342,18.4814,18.2605,18.4814,334340
20071112,18.555,18.555,18.1132,18.4814,258730
20071113,18.4078,18.4078,17.6715,17.6714,207890
20071114,18.0396,18.4813,18.0396,18.4814,264240
20071115,18.3341,18.4078,18.1132,18.1132,147180
20071116,17.8923,18.3341,17.8923,18.3341,157050
20071119,18.1132,18.3341,18.1132,18.3341,145600
20071120,18.3341,18.3341,18.0396,18.1132,255770
20071121,17.6714,17.8187,17.6714,17.6714,260450
20071122,18.0396,18.1868,17.9659,18.1132,158550
20071123,17.8923,18.1868,17.8923,18.1869,126520
20071126,18.1133,18.1869,18.1133,18.1869,171730
20071127,18.0396,18.1869,17.8924,17.8923,164250
20071128,17.745,17.8923,17.745,17.7451,140410
20071129,17.8187,17.8924,17.5978,17.5978,128960
20071130,17.5978,17.6714,17.5242,17.5242,149250
20071203,17.5242,17.6715,17.5242,17.5978,187600
20071204,17.5978,17.5978,17.3769,17.3769,334400
20071205,17.3033,17.3033,17.0824,17.0824,257280
20071206,16.8615,16.9351,16.7879,16.9351,350710
20071207,16.9351,17.3033,16.9351,17.0824,203800
20071210,16.9351,17.0824,16.7879,16.7879,301700
20071211,16.567,16.6406,16.4934,16.6406,327840
20071212,16.4197,16.9351,16.4197,16.7142,329220
20071213,16.5669,16.6406,16.4933,16.4934,291570
20071214,16.2725,16.567,16.2725,16.3461,204820
20071217,16.4197,16.4197,16.2725,16.2725,203240
20071218,16.7879,16.7879,16.3461,16.4934,264940
20071219,16.4934,16.9352,16.4934,16.9351,353490
20071220,16.9351,16.9351,16.5669,16.567,236310
20071221,16.567,16.6406,16.4934,16.567,168200
20071224,16.567,16.567,16.4197,16.4197,123130
20071225,16.4197,16.4197,16.3461,16.3461,121320
20071226,16.4197,16.4934,16.3461,16.4197,211500
20071227,16.4197,16.4197,16.3461,16.3461,227980
20071228,16.3461,16.4197,16.3461,16.4197,172550
20080102,16.2724,16.3461,16.1252,16.1252,113410
20080103,15.9043,15.9779,15.8307,15.8307,211160
20080104,15.6098,15.6834,15.5362,15.6098,180890
20080107,15.4625,15.4625,15.0944,15.168,232200
20080108,15.3889,15.3889,15.3153,15.3153,214660
20080109,15.0944,15.0944,14.8735,14.8735,159580
20080110,14.4317,14.5053,14.1372,14.1372,401090
20080111,14.3581,14.579,14.3581,14.5053,188290
20080114,14.5053,14.5053,14.2108,14.2108,239760
20080115,13.9899,14.0635,13.9163,13.9163,337320
20080116,14.5053,14.579,14.3581,14.5789,331740
20080117,15.2416,15.2416,14.4316,14.6526,387040
20080118,14.3581,15.0944,14.3581,14.8735,152330
20080121,14.1372,14.2845,14.1372,14.1372,501440
20080122,13.4745,13.4745,13.4745,13.4745,202800
20080123,12.8118,12.8118,12.8118,12.8118,92540
20080124,13.4008,13.4008,12.5173,12.5173,430040
20080125,12.5173,13.1063,12.5173,13.1063,292790
20080128,13.0327,13.4008,13.0327,13.4008,190060
20080129,13.4008,14.0635,13.4008,14.0635,213390
20080130,14.7262,14.7262,14.5053,14.7262,352990
20080131,14.0635,14.5053,14.0635,14.5053,225620
20080201,14.5053,14.5789,14.4317,14.5789,204640
20080212,14.5789,14.5789,14.1371,14.2108,76750
20080213,13.769,13.9163,13.5481,13.5481,206500
20080214,13.5481,13.8426,13.5481,13.6217,173150
20080215,13.6953,13.6953,13.3272,13.5481,90890
20080218,13.1063,13.1063,12.8854,12.9591,262900
20080219,12.5909,12.8855,12.5173,12.8854,242480
20080220,12.5909,12.5909,12.2964,12.2964,312060
20080221,11.7074,11.7074,11.7074,11.7073,187680
20080222,11.1919,11.1919,11.1919,11.1919,287230
20080225,11.4128,11.7073,11.4128,11.7073,301820
20080226,11.6337,11.7073,11.1919,11.1919,304670
20080227,11.1183,11.4864,11.1183,11.1183,156900
20080228,11.2656,11.2656,10.8238,10.8974,123600
20080229,10.5292,10.8974,10.382,10.382,216820
20080303,9.8666,9.8666,9.8666,9.8666,190060
20080304,9.4248,9.4248,9.4248,9.4248,134790
20080305,8.983,8.983,8.983,8.983,260000
20080306,9.4248,9.4248,9.4248,9.4248,150750
20080307,9.8666,9.8666,9.8666,9.8666,66860
20080310,10.3084,10.3084,10.3084,10.3083,749480
20080311,9.8665,10.161,9.7929,9.8666,438330
20080312,9.8666,10.3084,9.8666,10.0875,326740
20080313,10.0875,10.2348,10.0139,10.0875,97870
20080314,10.0139,10.0875,9.9402,10.0875,229600
20080317,9.6457,9.793,9.6457,9.6457,118510
20080318,9.2039,9.2039,9.2039,9.2039,53240
20080319,8.7621,9.2039,8.7621,8.7621,414330
20080320,8.3939,8.7621,8.3939,8.3939,297440
20080321,8.0257,8.0994,8.0257,8.0258,225440
20080324,7.6576,7.6576,7.6576,7.6576,61590
20080325,7.2894,7.2894,7.2894,7.2895,78260
20080326,6.9582,6.9582,6.9582,6.9581,491820
20080327,6.9949,6.9949,6.9581,6.9949,564730
20080328,7.0317,7.0317,6.9949,7.0318,360310
20080331,7.0686,7.0686,7.0686,7.0686,281820
20080401,7.1054,7.1054,7.1054,7.1054,80650
20080402,7.1422,7.1422,7.1422,7.1422,1820
20080403,7.179,7.179,7.179,7.179,7660
20080404,7.2158,7.2158,7.2158,7.2158,19260
20080407,7.3262,7.3262,7.3262,7.3263,44420
20080408,7.4367,7.4367,7.2159,7.2527,658080
20080409,7.1423,7.1791,7.1423,7.179,491500
20080410,7.0686,7.0686,7.0686,7.0686,100200
20080411,6.9582,6.9582,6.9582,6.9581,75550
20080416,6.8477,6.8477,6.8477,6.8477,89940
20080417,6.7373,6.9581,6.7373,6.9213,502070
20080418,6.9581,6.9581,6.8109,6.8109,279560
20080421,6.7365,6.7737,6.6992,6.699,234320
20080422,6.5873,6.5873,6.5873,6.5874,53530
20080423,6.4757,6.4757,6.4757,6.4757,8870
20080424,6.364,6.364,6.364,6.3641,53300
20080425,6.2524,6.2524,6.2524,6.2524,43420
20080428,6.1407,6.2524,6.1407,6.1408,458890
20080429,6.0291,6.1036,6.0291,6.0291,335710
20080505,5.9174,5.9174,5.9174,5.9175,123490
20080506,5.8058,5.8058,5.8058,5.8058,69790
20080507,5.6941,5.6941,5.6941,5.6942,82390
20080508,5.5825,5.5825,5.5825,5.5825,108670
20080509,5.4709,5.4709,5.4709,5.4709,31710
20080512,5.3965,5.3965,5.3965,5.3964,45450
20080513,5.322,5.322,5.322,5.322,8790
20080514,5.2476,5.2476,5.2476,5.2476,8580
20080515,5.1732,5.1732,5.1732,5.1731,7980
20080516,5.0987,5.0987,5.0987,5.0987,65920
20080519,5.0243,5.0243,5.0243,5.0243,73740
20080520,4.9499,4.9499,4.9499,4.9498,13570
20080521,4.8754,4.8754,4.8754,4.8754,91850
20080522,4.801,4.801,4.801,4.801,3320
20080523,4.7266,4.7266,4.7266,4.7265,42540
20080526,4.6521,4.6521,4.6521,4.6521,8560
20080530,4.5777,4.5777,4.5777,4.5777,20370
20080602,4.5033,4.5033,4.5033,4.5032,7300
20080603,4.4288,4.4288,4.4288,4.4288,10280
20080604,4.3544,4.3544,4.3544,4.3544,3870
20080605,4.28,4.28,4.28,4.2799,2430
20080606,4.2055,4.2055,4.2055,4.2055,6460
20080609,4.1311,4.1311,4.1311,4.1311,22830
20080610,4.0567,4.0567,4.0567,4.0566,5040
20080611,3.9822,3.9822,3.9822,3.9822,12340
20080612,3.9078,3.9078,3.9078,3.9078,195590
20080613,3.8334,3.8334,3.8334,3.8333,409120
20080616,3.7589,3.9077,3.7589,3.9078,639380
20080617,3.9822,3.9822,3.9822,3.9822,227950
20080618,4.0194,4.0194,3.9078,3.9078,645410
20080619,3.7961,3.7961,3.7961,3.7961,85410
20080620,3.6844,3.6844,3.6844,3.6845,96710
20080623,3.5803,3.6622,3.5803,3.5803,409550
20080624,3.4761,3.6845,3.4761,3.6845,264130
20080625,3.7589,3.7589,3.7217,3.7589,282020
20080626,3.8706,3.8706,3.6472,3.6845,171900
20080627,3.5803,3.7217,3.5803,3.7217,147910
20080630,3.61,3.7217,3.61,3.7217,266050
20080701,3.8334,3.8334,3.7961,3.8333,154180
20080702,3.9449,3.9449,3.8333,3.945,422440
20080703,4.0567,4.0567,4.0567,4.0566,41650
20080704,4.1682,4.1682,4.1682,4.1683,114780
20080707,4.28,4.28,4.0566,4.0566,638990
20080708,3.945,4.1682,3.945,4.1683,476680
20080709,4.28,4.28,4.2055,4.2799,321480
20080710,4.3915,4.3915,4.3915,4.3916,174910
20080711,4.5033,4.5033,4.5033,4.5032,165300
20080714,4.6148,4.6148,4.6148,4.6149,102180
20080715,4.7266,4.7266,4.7266,4.7265,61500
20080716,4.8381,4.8381,4.6149,4.8382,723350
20080717,4.9499,4.9499,4.9499,4.9498,93730
20080718,5.0614,5.0614,5.0614,5.0615,651860
20080721,4.9126,4.9871,4.9126,4.9126,713850
20080722,4.801,4.801,4.801,4.801,165620
20080723,4.6893,4.6893,4.6893,4.6893,118350
20080724,4.6893,4.801,4.5777,4.5777,1124720
20080725,4.5405,4.6149,4.466,4.6149,290860
20080728,4.7284,4.7284,4.7284,4.7284,46620
20080729,4.8419,4.8419,4.8419,4.8419,72740
20080730,4.9554,4.9554,4.7662,4.9554,610540
20080731,4.9176,5.0689,4.8797,5.0688,595720
20080801,5.2201,5.2201,5.1066,5.2201,272140
20080804,5.0688,5.2201,5.0688,5.0688,461730
20080805,4.9175,4.9175,4.9175,4.9175,216280
20080806,5.031,5.031,5.031,5.031,280690
20080807,5.1445,5.1445,5.031,5.1445,283230
20080808,5.2958,5.2958,5.1445,5.2958,600830
20080811,5.4471,5.4471,5.4471,5.4471,51350
20080812,5.5984,5.5984,5.5984,5.5984,118650
20080813,5.7497,5.7497,5.7497,5.7497,221080
20080814,5.901,5.901,5.901,5.901,36200
20080815,6.0523,6.0523,6.0523,6.0523,16710
20080818,6.3549,6.3549,6.3549,6.355,382720
20080819,6.6576,6.6576,6.6576,6.6576,142630
20080820,6.9602,6.9602,6.9602,6.9602,871030
20080821,7.3006,7.3006,7.3006,7.3006,231990
20080822,7.641,7.641,7.641,7.6411,87220
20080825,8.0194,8.0194,8.0194,8.0194,48110
20080826,8.3977,8.3977,8.3977,8.3976,11570
20080827,8.7759,8.7759,8.7759,8.7759,51750
20080828,9.1542,9.1542,8.7759,9.1542,1988360
20080829,9.1542,9.5325,8.7003,9.1542,844880
20080903,9.6081,9.6081,9.6081,9.6081,363820
20080904,10.062,10.062,9.6081,10.062,788590
20080905,10.3646,10.3646,9.6081,9.6081,581910
20080908,9.1542,9.1542,9.1542,9.1542,91770
20080909,8.7003,9.3055,8.7003,8.7002,550610
20080910,8.3219,8.3219,8.3219,8.322,245500
20080911,7.9437,7.9437,7.9437,7.9437,125420
20080912,7.5654,7.5654,7.5654,7.5654,99390
20080915,7.1871,7.9437,7.1871,7.225,845560
20080916,6.9224,6.9602,6.8846,6.8845,338380
20080917,6.5441,6.5441,6.5441,6.5441,71390
20080918,6.2415,6.2415,6.2415,6.2415,144600
20080919,6.5441,6.5441,6.5063,6.5441,757290
20080922,6.8467,6.8467,6.8467,6.8467,326690
20080923,6.8845,7.1871,6.5819,7.1115,1258580
20080924,7.1115,7.1115,6.8467,6.8467,278850
20080925,7.0358,7.1871,6.9224,7.1872,502610
20080926,7.5276,7.5276,7.1872,7.5276,545710
20080929,7.225,7.5654,7.225,7.2628,252860
20080930,6.9224,6.9224,6.9224,6.9224,15530
20081001,7.1115,7.1872,6.6954,7.0359,417070
20081002,7.3385,7.3385,6.9602,7.1872,250480
20081003,6.9602,7.0737,6.9224,6.9224,212730
20081006,6.6198,6.6576,6.582,6.5819,385060
20081007,6.2793,6.2793,6.2793,6.2793,138250
20081008,5.9767,5.9767,5.9767,5.9767,181880
20081009,5.7119,6.0145,5.7119,5.7119,808160
20081010,5.4471,5.4471,5.4471,5.4471,221730
20081013,5.4471,5.5984,5.1823,5.1823,445480
20081014,5.4093,5.4093,5.4093,5.4093,42650
20081015,5.6741,5.6741,5.4471,5.6741,620510
20081016,5.485,5.9389,5.485,5.7497,453110
20081017,6.0145,6.0145,5.8254,5.901,380430
20081020,5.901,5.901,5.6362,5.6362,193520
20081021,5.901,5.901,5.6362,5.901,413160
20081022,5.674,5.8253,5.674,5.7876,175620
20081023,5.5228,5.6363,5.5228,5.5228,423180
20081024,5.3337,5.3715,5.258,5.258,398060
20081027,5.031,5.031,5.031,5.031,390520
20081028,4.804,5.1445,4.804,4.9175,467380
20081029,5.1445,5.1445,5.0688,5.1445,425290
20081030,5.2958,5.3715,5.1445,5.3715,275860
20081031,5.6363,5.6363,5.6363,5.6362,214790
20081103,5.901,5.901,5.6362,5.901,720560
20081104,5.901,6.1658,5.901,6.1658,516940
20081105,6.4684,6.4684,6.4684,6.4684,160580
20081106,6.4306,6.771,6.2793,6.7332,1300900
20081107,7.045,7.045,6.814,7.0493,1095780
20081110,7.396,7.396,7.2804,7.396,435320
20081111,7.1649,7.2804,7.0493,7.0493,536910
20081112,6.7026,6.7026,6.7026,6.7026,246800
20081113,6.4137,6.8182,6.4137,6.6448,865170
20081114,6.9337,6.9337,6.7604,6.9337,597610
20081117,6.8181,6.9337,6.7026,6.7026,217640
20081118,6.587,6.6448,6.4715,6.5293,198890
20081119,6.5293,6.6449,6.356,6.3559,336540
20081120,6.067,6.1826,6.067,6.067,466120
20081121,5.7665,6.1248,5.7665,5.8359,614730
20081124,6.1248,6.1248,6.0092,6.067,381600
20081125,6.1826,6.3559,6.1248,6.1826,388490
20081126,6.1826,6.2404,5.8937,5.8937,629240
20081127,5.8937,5.8937,5.6048,5.6048,712510
20081128,5.8359,5.8359,5.7781,5.8359,339130
20081201,6.1248,6.1248,5.7781,6.067,427260
20081202,5.8937,5.9514,5.7781,5.7781,352240
20081203,5.8359,5.8937,5.6625,5.8359,242200
20081204,5.8359,5.9515,5.7781,5.8359,324230
20081205,5.7781,5.7781,5.5817,5.651,268230
20081208,5.4314,5.4314,5.3737,5.3736,365030
20081209,5.4314,5.6394,5.3736,5.6279,365650
20081210,5.4546,5.5354,5.4546,5.4661,207280
20081211,5.3737,5.6048,5.3737,5.5701,181410
20081212,5.7781,5.8359,5.7781,5.8359,426360
20081215,6.1248,6.1248,5.9515,6.1248,516920
20081216,6.067,6.067,5.8359,5.8359,493380
20081217,5.8359,6.1248,5.7781,6.067,398150
20081218,6.0092,6.1826,5.8937,6.067,214270
20081219,5.9514,6.1248,5.9514,6.067,373670
20081222,6.1248,6.1826,5.9514,5.9514,230890
20081223,5.7203,5.7781,5.7087,5.7319,302340
20081224,5.547,5.6972,5.547,5.6625,115550
20081225,5.6625,5.7203,5.6625,5.6625,163130
20081226,5.6047,5.7203,5.6047,5.6279,249810
20081229,5.6048,5.7204,5.6048,5.6163,199210
20081230,5.6163,5.8936,5.6163,5.8359,460650
20081231,5.9515,6.0092,5.7781,5.7781,426080
20090102,5.7781,5.7781,5.755,5.7781,47170
20090105,5.7781,5.7781,5.6741,5.7781,163060
20090106,5.7781,5.9514,5.7781,5.9514,260030
20090107,6.067,6.2403,6.067,6.1248,764810
20090108,5.9515,6.1248,5.8937,5.9514,393810
20090109,5.8936,6.0092,5.8358,5.8359,218970
20090112,5.8359,5.8937,5.7781,5.8359,115600
20090113,5.7781,5.8359,5.7435,5.7665,247860
20090114,5.8358,5.9514,5.7549,5.8937,302370
20090115,5.7781,5.8359,5.7781,5.7781,249240
20090116,5.8937,5.8937,5.7781,5.8359,188470
20090119,5.8359,5.8359,5.7781,5.8359,155140
20090120,5.7781,5.7781,5.7435,5.7665,224930
20090121,5.7549,5.7781,5.7434,5.7434,135320
20090122,5.7203,5.8358,5.7203,5.8359,151060
20090123,5.7781,5.8937,5.7781,5.8359,98740
20090202,5.7666,5.7781,5.6048,5.6048,234860
20090203,5.443,5.4546,5.3852,5.3852,356020
20090204,5.3968,5.5354,5.3852,5.4892,202740
20090205,5.4892,5.4892,5.3505,5.3736,212960
