,Date,Open,High,Low,Close,Volume,SMA,RSI,EMA
53,24-03-2017,25.2673,25.5998,25.1011,25.3504,515510,25.433533333333358,35.39301442311114,25.738283434173702
54,27-03-2017,25.2673,25.3504,24.8517,25.0179,714416,25.387355555555576,34.03815119931386,25.594206073517203
55,28-03-2017,25.0179,25.0179,24.4361,24.6855,670572,25.387355555555576,32.690869465431305,25.412464178836604
56,29-03-2017,24.7686,24.8517,24.0206,24.1037,981159,25.221122222222245,30.42118263739863,25.15071055960004
57,30-03-2017,24.2699,24.2699,23.1894,23.5219,1083200,24.981011111111133,28.304845115406295,24.824947667632877
58,31-03-2017,23.5219,24.0206,22.7739,23.4387,743160,24.73165555555558,28.0048074878398,24.547697603000696
59,03-04-2017,23.3556,24.8517,23.3556,24.1037,787730,24.556188888888915,34.024580336581664,24.458897946315478
60,04-04-2017,24.1868,24.1868,23.4388,23.4387,462781,24.325311111111137,31.21391265112959,24.25485810690027
61,05-04-2017,23.4387,23.5218,23.2725,23.3556,384033,24.112900000000028,30.870728155905525,24.07500630912208
62,07-04-2017,23.6881,23.6881,22.6076,22.6907,617184,23.817377777777804,28.199219821510553,23.798144830061702
63,10-04-2017,23.1894,23.1894,21.6102,21.6933,1163704,23.447977777777805,24.74049675890332,23.377175599802694
64,11-04-2017,21.6933,21.6933,21.1115,21.1946,643281,23.060100000000027,23.20776319114536,22.94066026063806
65,12-04-2017,21.1115,21.3608,20.5297,20.6128,707577,22.67222222222225,21.53182453787322,22.47508802147401
66,13-04-2017,20.6128,21.6102,20.1141,20.8621,704977,22.376688888888918,24.062375486194384,22.152490313500305
67,14-04-2017,20.8621,21.1946,20.779,21.0284,265111,22.108877777777806,25.781813497429553,21.92767219299724
68,17-04-2017,21.1946,22.7738,21.1946,22.0258,856975,21.87800000000003,35.25122272966088,21.947297758434537
69,18-04-2017,22.1089,22.7738,21.7765,22.6076,807280,21.78565555555558,40.05573414245878,22.07935822847824
70,19-04-2017,22.6076,23.2725,22.6076,23.1063,688810,21.75795555555558,43.89848792928131,22.284746609819997
71,20-04-2017,23.1063,23.1894,22.4414,22.6076,354266,21.748722222222245,41.06359558575993,22.349317294656085
72,21-04-2017,22.6076,22.6076,21.7764,21.8595,514320,21.767188888888914,37.18431037333368,22.251353827471462
73,24-04-2017,22.1088,22.1088,21.1115,21.1115,694551,21.75795555555558,33.75103628971779,22.023383046611965
74,25-04-2017,21.1946,21.6933,21.0284,21.2777,297319,21.83183333333336,35.18306375592455,21.87424642924814
75,26-04-2017,21.3608,21.8595,21.3608,21.6933,311740,21.924188888888914,38.7485427868514,21.838057141837456
76,27-04-2017,21.7764,21.8595,21.3608,21.5271,251207,21.979600000000023,37.85182380833332,21.775865711323817
77,28-04-2017,21.6102,21.6933,21.2778,21.4439,287002,21.914944444444465,37.385400744608376,21.70947256722614
78,03-05-2017,21.6101,21.7764,21.4439,21.5271,331400,21.79488888888891,38.20542787335606,21.672998052975352
79,04-05-2017,21.5271,21.6933,21.3609,21.6102,395410,21.628655555555575,39.06382876244515,21.660438442158373
80,05-05-2017,21.6933,21.6933,21.3609,21.3608,249106,21.490122222222244,37.3853295148321,21.600510752879632
81,08-05-2017,21.6101,22.3582,21.6101,22.1089,799336,21.517833333333357,45.017047128363686,21.70218860345346
82,09-05-2017,22.2751,22.2751,21.8596,21.9426,430956,21.6101777777778,43.7407559847583,21.750270883197732
83,10-05-2017,21.9426,22.4413,21.6933,22.3582,794571,21.730233333333356,47.729169035258785,21.871856707438102
84,11-05-2017,22.2751,23.6881,22.1089,23.3556,1031512,21.91493333333336,55.82342268606542,22.168605367668537
85,12-05-2017,23.4387,24.6023,23.4387,24.1037,1075746,22.20122222222225,60.73476877823751,22.55562429592738
86,15-05-2017,24.2699,24.2699,23.5219,23.6881,734980,22.450577777777806,56.94702917873968,22.782119437581144
87,16-05-2017,23.605,23.6881,23.1063,23.4387,1031675,22.662977777777808,54.74075682459207,22.913435550454174
88,17-05-2017,23.2725,23.7712,23.1894,23.2725,401570,22.847677777777808,53.25991798236395,22.985248440533642
89,18-05-2017,23.2725,23.605,23.0232,23.2725,562076,23.06008888888892,53.25991798236395,23.042698752535905
90,19-05-2017,23.2725,23.3556,22.8569,22.94,377214,23.152433333333363,50.1144179944904,23.02215900199755
91,22-05-2017,23.0231,23.1893,22.94,23.0232,355166,23.27250000000003,50.895907665476635,23.022367201598296
92,23-05-2017,23.0232,23.1894,22.191999999999997,22.3582,600933,23.27250000000003,44.84837880158371,22.88953376114961
93,24-05-2017,22.4413,22.4413,21.7764,22.0258,501970,23.124744444444474,42.15225429054935,22.716787008785452
94,25-05-2017,22.0258,22.5245,22.0258,22.3582,198959,22.93080000000003,45.669643555391744,22.64506960698378
95,26-05-2017,22.3582,22.4413,21.9426,22.191999999999997,211820,22.7645666666667,44.22178882820192,22.554455685541956
96,29-05-2017,22.0258,22.2751,22.0258,22.191999999999997,241491,22.626044444444474,44.221788828201916,22.481964548404722
97,30-05-2017,21.9427,22.191999999999997,21.8595,21.9426,337461,22.47827777777781,41.909487075201255,22.374091638689443
98,31-05-2017,22.0257,22.0257,21.8595,21.8595,263491,22.32127777777781,41.137630282010356,22.27117331092535
99,01-06-2017,21.9426,22.4413,21.9426,22.191999999999997,326857,22.238166666666697,45.465470929983894,22.255338648737048
100,02-06-2017,22.191999999999997,22.2751,22.0258,22.1089,136437,22.13657777777781,44.58320628665477,22.226050918984868
101,05-06-2017,21.9427,22.2751,21.9427,22.191999999999997,263050,22.11811111111114,45.717592566634735,22.219240735187004
102,06-06-2017,22.191999999999997,22.2751,22.0258,22.0258,257036,22.11811111111114,43.787047638744376,22.18055258814557
103,07-06-2017,22.1089,22.191999999999997,22.0258,22.1089,238549,22.09041111111114,45.036798006836364,22.166222070515257
104,08-06-2017,22.2751,23.2725,22.191999999999997,23.2725,875732,22.210466666666697,58.83690066533522,22.387477656426977
105,09-06-2017,22.94,23.605,22.7738,22.8569,372451,22.28434444444447,53.65513147250565,22.481362125146592
106,12-06-2017,22.6907,22.8569,21.9426,22.3582,473895,22.330522222222253,48.17264824393593,22.456729700116224
107,13-06-2017,22.3582,22.6907,22.191999999999997,22.2751,365658,22.37670000000003,47.30524374189122,22.420403760091737
108,14-06-2017,22.3582,22.6076,22.191999999999997,22.2751,230554,22.385933333333366,47.30524374189123,22.391343008072596
109,15-06-2017,22.191999999999997,22.4413,22.0258,22.191999999999997,246495,22.395166666666697,46.33758131574519,22.351474406457204
110,16-06-2017,22.191999999999997,22.7738,22.1089,22.6076,241990,22.441344444444475,51.66299698395292,22.402699525166657
111,19-06-2017,22.6907,22.6907,22.2751,22.3582,184599,22.47827777777781,48.549330396294096,22.3937996201332
112,20-06-2017,22.191999999999997,22.6075,22.191999999999997,22.3582,422340,22.505977777777808,48.549330396294096,22.38667969610648
113,21-06-2017,22.4413,22.4413,22.1089,22.1089,319507,22.37668888888892,45.378740003488886,22.33112375688469
114,22-06-2017,22.191999999999997,22.4414,22.191999999999997,22.3582,307832,22.32127777777781,48.96783977329481,22.33653900550779
115,23-06-2017,22.3582,22.4413,22.191999999999997,22.191999999999997,239681,22.302811111111144,46.76182365668413,22.307631204406068
116,26-06-2017,22.2751,22.3582,22.0258,22.191999999999997,294021,22.29357777777781,46.76182365668413,22.284504963524746
117,27-06-2017,22.191999999999997,22.2751,22.0258,22.1089,268444,22.275111111111144,45.571325392951906,22.249383970819668
118,28-06-2017,22.1089,22.191999999999997,21.9427,22.191999999999997,380320,22.275111111111144,47.023781329479256,22.2379071766557
119,29-06-2017,22.1089,22.191999999999997,22.0258,22.1089,107000,22.21970000000003,45.710152824862035,22.212105741324496
120,30-06-2017,22.1089,22.1089,22.0258,22.1089,355273,22.192000000000032,45.710152824862035,22.191464593059557
121,03-07-2017,22.1089,22.191999999999997,22.0258,22.1089,229820,22.164300000000033,45.710152824862035,22.17495167444762
122,04-07-2017,20.779,22.7738,20.779,22.4413,577823,22.201233333333366,52.35904801697618,22.22822133955816
123,05-07-2017,22.4413,22.4413,22.191999999999997,22.191999999999997,145483,22.182766666666698,47.64598620650666,22.220977071646523
124,06-07-2017,22.191999999999997,22.2751,22.0258,22.1089,246225,22.173533333333367,46.15460102515416,22.1985616573172
125,07-07-2017,22.1089,22.1089,21.6102,22.0258,622576,22.1550666666667,44.64950290143612,22.164009325853737
126,10-07-2017,21.9427,22.0258,21.7765,21.9426,389680,22.13658888888892,43.13292167423843,22.119727460682967
127,11-07-2017,21.9426,22.0257,21.8595,22.0258,432320,22.118122222222254,45.139666600869944,22.100941968546366
128,12-07-2017,22.1089,22.1089,22.0258,22.0258,296501,22.10888888888892,45.139666600869944,22.085913574837086
129,13-07-2017,22.0258,22.191999999999997,22.0258,22.0258,172620,22.099655555555586,45.13966660086994,22.073890859869667
130,14-07-2017,22.0258,22.1089,22.0258,22.0258,236179,22.09042222222225,45.13966660086994,22.064272687895734
131,17-07-2017,22.1089,22.1089,21.8596,22.0258,319680,22.044255555555587,45.13966660086994,22.056578150316586
132,18-07-2017,22.0258,22.0258,21.7765,21.9426,277634,22.016544444444477,42.94452529934606,22.03378252025327
133,19-07-2017,21.9426,21.9426,21.7764,21.8595,254920,21.988833333333364,40.80985145491725,21.99892601620261
134,20-07-2017,21.8595,21.9426,21.6933,21.6933,149203,21.951888888888917,36.8631781638264,21.93780081296208
135,21-07-2017,21.6933,21.7764,21.5271,21.6933,270100,21.924188888888917,36.8631781638264,21.888900650369663
136,24-07-2017,21.8595,22.0258,21.5271,21.8595,173887,21.905711111111138,43.23041822466774,21.883020520295727
137,25-07-2017,21.6102,22.1088,21.6102,21.8595,164348,21.88723333333336,43.23041822466774,21.87831641623658
138,26-07-2017,21.6933,22.0257,21.6933,21.9426,232624,21.877988888888915,46.366886422914725,21.891173132989262
139,27-07-2017,21.9426,22.0257,21.8595,21.9426,146910,21.86874444444447,46.366886422914725,21.90145850639141
140,28-07-2017,21.8595,21.9426,21.6933,21.7764,100290,21.841033333333357,41.099866433689584,21.876446805113126
141,31-07-2017,21.9426,21.9426,21.6933,21.6933,90730,21.813333333333357,38.73084652748635,21.839817444090503
142,01-08-2017,21.7764,21.9426,21.6102,21.7764,79352,21.804100000000023,42.31181003694444,21.8271339552724
143,02-08-2017,21.6933,21.6933,21.5271,21.6102,170240,21.794866666666692,37.5809466198152,21.783747164217917
144,03-08-2017,21.6102,21.6102,21.1115,21.1946,577120,21.73945555555558,28.88402246582224,21.665917731374336
145,04-08-2017,21.1946,21.4439,21.1115,21.2777,77340,21.67481111111114,32.25965778253375,21.58827418509947
146,07-08-2017,21.2777,21.526999999999997,21.1946,21.5271,149962,21.637877777777803,41.26976906906517,21.576039348079576
147,08-08-2017,21.444000000000003,21.5271,21.1115,21.2777,158350,21.56400000000003,36.09892208596943,21.51637147846366
148,09-08-2017,21.2777,21.2777,20.8621,21.0284,187750,21.46242222222225,31.808645107934723,21.418777182770928
149,10-08-2017,21.1115,21.1115,20.7791,20.9453,171695,21.37007777777781,30.507110844659977,21.32408174621674
150,11-08-2017,20.9453,20.9453,20.7791,20.8621,87100,21.277722222222252,29.21806355479204,21.231685396973393
151,14-08-2017,20.9452,20.9452,20.779,20.8621,82690,21.176133333333365,29.21806355479204,21.157768317578714
152,15-08-2017,20.8621,20.9452,20.779,20.779,64852,21.083777777777808,27.854695093609266,21.08201465406297
153,16-08-2017,20.8621,20.8621,20.6959,20.779,86691,21.03760000000003,27.854695093609266,21.021411723250374
154,17-08-2017,20.779,20.779,20.5297,20.6128,96266,20.96372222222225,25.134322677636817,20.939689378600296
155,18-08-2017,20.6128,20.6959,20.4466,20.6128,131630,20.86213333333336,25.134322677636817,20.87431150288024
156,21-08-2017,20.6128,20.779,20.6128,20.6959,80109,20.797488888888914,29.146941681941513,20.83862920230419
157,22-08-2017,20.779,20.8621,20.6959,20.6959,75372,20.76054444444447,29.146941681941513,20.810083361843354
158,23-08-2017,20.779,20.779,20.6128,20.6959,68770,20.732833333333357,29.146941681941513,20.787246689474685
159,24-08-2017,20.6128,20.6959,20.6128,20.6959,58650,20.71436666666669,29.146941681941513,20.76897735157975
160,25-08-2017,20.6128,20.6128,20.4466,20.6128,115120,20.68666666666669,27.186991416070526,20.7377418812638
161,28-08-2017,20.5297,20.6128,20.3635,20.4466,164730,20.649733333333355,23.747566378080464,20.679513505011045
162,29-08-2017,20.4466,20.4466,20.3635,20.4466,85700,20.61280000000002,23.747566378080464,20.632930804008836
163,30-08-2017,20.5297,21.0284,20.4466,20.8621,222041,20.64050000000002,44.211142846437724,20.67876464320707
164,31-08-2017,21.1176,21.5433,20.8621,21.1178,142980,20.69661111111113,52.63530895747152,20.766571714565657
165,01-09-2017,21.203000000000003,21.203000000000003,20.8623,21.0326,39400,20.734022222222244,49.929895392534334,20.819777371652528
166,05-09-2017,20.9474,21.0326,20.7771,20.9475,52900,20.7619777777778,47.31399755674381,20.845321897322023
167,06-09-2017,21.0327,21.0327,20.7772,20.9475,162890,20.789933333333355,47.31399755674381,20.86575751785762
168,07-09-2017,20.8623,21.0327,20.8623,20.9475,46660,20.81788888888891,47.31399755674381,20.882106014286098
169,08-09-2017,20.9475,21.0327,20.9475,20.9475,117506,20.855077777777797,47.31399755674381,20.89518481142888
170,11-09-2017,21.0327,21.0327,20.9475,20.9475,145989,20.910733333333354,47.313997556743814,20.905647849143108
171,12-09-2017,20.9475,20.9475,20.8623,20.9475,278640,20.96638888888891,47.313997556743814,20.91401827931449
172,13-09-2017,21.0327,21.0327,20.8623,20.9475,155813,20.975877777777796,47.31399755674382,20.920714623451595
173,14-09-2017,20.8623,21.0327,20.8623,21.0326,156738,20.96641111111113,51.57599885041664,20.94309169876128
174,15-09-2017,20.9474,21.0326,20.8623,21.0326,67220,20.96641111111113,51.57599885041664,20.960993359009024
175,18-09-2017,21.0326,22.1396,21.0326,21.799,338724,21.061022222222245,73.75273662896628,21.128594687207222
176,19-09-2017,21.799,21.799,21.4584,21.6287,40999,21.136711111111136,66.46830865810125,21.22861574976578
177,20-09-2017,21.2881,21.8842,21.2881,21.6287,73200,21.212400000000027,66.46830865810125,21.308632599812626
178,21-09-2017,21.7139,21.8842,21.6287,21.6287,131112,21.288088888888918,66.46830865810125,21.372646079850103
179,22-09-2017,21.7139,21.8842,21.2881,21.7139,181480,21.373244444444474,68.41745071798147,21.440896863880084
180,25-09-2017,21.7139,22.6506,21.2881,22.3099,530450,21.524622222222252,78.0357110854028,21.61469749110407
181,26-09-2017,22.3099,22.3951,21.9693,22.0545,184932,21.647622222222253,68.41979951874706,21.70265799288326
182,27-09-2017,22.1397,22.1397,21.8842,21.9693,101051,21.75170000000003,65.51931979534294,21.75598639430661
183,28-09-2017,21.799,21.8841,21.2881,21.3733,238330,21.789555555555587,49.65995727887589,21.67944911544529
184,29-09-2017,21.7139,21.7991,21.3733,21.5436,138144,21.761177777777807,53.149613132595114,21.652279292356233
185,02-10-2017,22.1397,23.8427,21.7991,22.8209,733396,21.893644444444472,69.9663091357979,21.886003433884987
186,03-10-2017,22.9912,22.9912,22.2248,22.3951,350010,21.978800000000025,61.979505169227295,21.98782274710799
187,04-10-2017,22.3951,23.7575,22.2248,23.5872,747635,22.196411111111136,71.71456519528707,22.307698197686396
188,05-10-2017,23.502,24.4387,23.4169,23.5021,837821,22.395100000000024,70.33015746978369,22.54657855814912
189,06-10-2017,23.6724,24.1833,23.5021,23.8427,513490,22.565411111111136,72.60924214079306,22.805802846519295
190,09-10-2017,23.9279,24.3536,23.7575,23.9278,495507,22.77355555555558,73.1639113230087,23.03020227721544
191,10-10-2017,24.013,24.013,23.3317,23.4169,569943,22.934400000000025,64.69389385823379,23.107541821772354
192,11-10-2017,23.5872,24.5239,23.1614,24.1833,1020619,23.246622222222246,70.25655857845845,23.322693457417888
193,12-10-2017,24.5239,25.3754,24.2685,25.3754,1465673,23.6723777777778,76.46733674266349,23.733234765934313
194,13-10-2017,25.2902,25.9715,25.1199,25.2051,576064,23.93728888888891,74.08729176745736,24.027607812747455
195,16-10-2017,25.4606,25.5457,25.0348,25.12,579401,24.240055555555575,72.86678994428424,24.24608625019797
196,17-10-2017,25.0348,25.8864,25.0348,25.3754,631609,24.438744444444467,74.23843868649728,24.47194900015838
197,18-10-2017,25.5457,25.5457,24.8645,24.9497,698570,24.599588888888913,68.06231623829451,24.567499200126704
198,19-10-2017,24.9497,24.9497,24.4388,24.6942,797220,24.694200000000023,64.58920309111437,24.592839360101365
199,20-10-2017,24.3536,24.9497,24.3536,24.6942,327110,24.77935555555558,64.58920309111437,24.613111488081096
200,23-10-2017,24.7794,24.7794,23.3318,23.5872,434019,24.798277777777802,51.407663073552655,24.407929190464877
201,24-10-2017,23.6724,23.8427,23.4169,23.5872,228613,24.73204444444447,51.407663073552655,24.243783352371903
202,25-10-2017,23.5872,24.2684,23.5872,24.2684,236503,24.609044444444464,57.58525816664956,24.248706681897524
203,26-10-2017,24.2684,24.2684,23.4169,23.8427,222241,24.45766666666669,53.046644031258765,24.167505345518023
204,27-10-2017,24.0982,24.0982,23.5872,23.6724,106830,24.296822222222247,51.304581369034096,24.06848427641442
205,30-10-2017,23.4169,23.9279,22.6506,22.906,446345,24.02244444444447,44.26017337596225,23.835987421131538
206,31-10-2017,22.9912,23.0763,22.3099,22.7357,309685,23.77644444444447,42.852165884119806,23.615929936905232
207,01-11-2017,22.9912,23.1615,22.4802,22.5654,147636,23.539911111111138,41.43271638667797,23.405823949524187
208,02-11-2017,22.6506,22.9912,22.3099,22.5654,178899,23.303377777777808,41.43271638667796,23.237739159619352
209,03-11-2017,22.7357,23.4169,22.7357,23.1615,250020,23.256077777777804,48.37470018017674,23.222491327695487
210,06-11-2017,23.416999999999998,23.6724,23.0763,23.3318,234630,23.227700000000027,50.1911170444357,23.244353062156392
211,07-11-2017,23.416999999999998,23.8427,23.3318,23.5021,172055,23.14255555555558,52.00953043655993,23.295902449725116
212,08-11-2017,23.5021,23.5021,22.9912,23.3318,225670,23.085788888888914,50.04207104350278,23.303081959780094
213,09-11-2017,23.1615,23.3318,22.9912,23.0763,179117,23.01955555555558,47.15966915067034,23.257725567824078
214,10-11-2017,23.0763,25.0348,23.0763,24.6091,1173356,23.208788888888915,61.490380713210016,23.528000454259264
215,13-11-2017,24.6943,25.8012,24.6943,25.12,659063,23.473711111111136,64.90672205997211,23.846400363407415
216,14-11-2017,25.5458,25.5458,24.6942,24.7794,435673,23.719711111111135,61.02021728124541,24.033000290725933
217,15-11-2017,24.9497,24.9497,24.1833,24.3536,594308,23.918400000000023,56.4680519040133,24.09712023258075
218,16-11-2017,24.4388,25.2903,24.2684,25.2051,900298,24.14546666666669,62.49380063441807,24.318716186064602
219,17-11-2017,25.0348,25.4606,24.7793,24.9497,631651,24.325233333333358,59.8191675977436,24.444912948851684
220,20-11-2017,25.12,25.4606,24.9497,25.12,389281,24.505000000000027,61.017227221130184,24.579930359081352
221,21-11-2017,25.0348,26.8231,24.9497,25.9715,1405929,24.798300000000026,66.41012916658886,24.858244287265084
222,22-11-2017,26.1418,28.8667,25.8863,28.5261,2575987,25.40383333333336,76.78596961537352,25.59181542981207
223,23-11-2017,28.5261,29.3776,27.2488,28.1003,1099305,25.79174444444447,72.75204666141468,26.093512343849657
224,24-11-2017,28.1003,28.3558,27.5042,28.1003,760832,26.122888888888912,72.75204666141468,26.494869875079726
225,27-11-2017,28.0151,29.8033,27.93,29.5479,1471607,26.65272222222225,77.42762436923728,27.105475900063787
226,28-11-2017,29.7182,29.8034,28.6112,28.7815,1001471,27.144711111111135,70.5275786064013,27.440680720051034
227,29-11-2017,28.8667,29.633000000000003,28.7815,29.4627,620531,27.617777777777803,72.84403978829013,27.84508457604083
228,30-11-2017,29.4627,31.4212,29.2924,30.8252,1504596,28.270611111111137,76.77587357945586,28.441107660832664
229,01-12-2017,30.5697,32.6134,30.5697,32.4431,1584385,29.084288888888914,80.40410470576778,29.241506128666135
230,04-12-2017,32.6134,34.2313,32.6134,34.2313,1481041,30.00204444444447,83.47667663740553,30.239464902932912
231,05-12-2017,34.4016,35.5937,32.3579,32.8688,2036241,30.484566666666694,73.96089999318124,30.76533192234633
232,06-12-2017,32.954,33.4649,31.7618,32.4431,1920370,30.96710000000003,71.22886089232688,31.10088553787707
233,07-12-2017,32.4431,33.2946,32.3579,32.954,731029,31.506400000000028,72.53986579192458,31.471508430301657
234,08-12-2017,33.1243,33.1243,31.9322,32.1025,746766,31.790244444444472,67.05563210948569,31.59770674424133
235,11-12-2017,32.358000000000004,32.358000000000004,29.8034,29.9737,1325148,31.92271111111114,55.71480539566647,31.272905395393064
236,12-12-2017,29.1222,31.0807,28.1003,30.3994,1067529,32.02678888888892,57.27107519764842,31.098204316314458
237,13-12-2017,30.3994,30.8252,29.3776,30.2291,627851,31.96055555555559,56.41693046409124,30.92438345305157
238,14-12-2017,30.2291,32.3579,30.0588,32.1876,1075163,31.9321666666667,63.212026607421095,31.177026762441255
239,15-12-2017,32.1876,32.8688,32.1024,32.6134,941089,31.752400000000037,64.50765152916927,31.46430140995301
240,18-12-2017,32.5282,33.8907,32.5282,33.1243,914930,31.78078888888892,66.05253493580734,31.79630112796241
241,19-12-2017,33.2095,33.2095,32.1025,32.2728,1043120,31.7618666666667,61.266074644409166,31.89160090236993
242,20-12-2017,32.2728,33.3798,32.0173,32.8688,895360,31.752400000000037,63.27223552020057,32.087040721895946
243,21-12-2017,33.2094,33.7203,32.7836,33.1243,700915,31.865933333333366,64.12993613863979,32.294492577516756
244,22-12-2017,33.2095,33.2095,32.1025,32.3579,849415,32.13084444444448,59.631454945197966,32.3071740620134
245,25-12-2017,32.4431,32.8688,32.1024,32.4431,383950,32.35792222222226,59.96764512369191,32.33435924961073
246,26-12-2017,32.4431,35.168,32.3579,35.0828,2547080,32.89722222222226,68.6725908062569,32.88404739968858
